timestamp,cpu_percent,mem_percent,disk_percent,net_mbps
2024-01-01 00:00:00,77.8384,48.2452,29.8569,329.1206
2024-01-01 00:01:00,68.4901,89.8116,29.7729,392.7657
2024-01-01 00:02:00,9.0224,84.1337,29.5914,57.9933
2024-01-01 00:03:00,51.9594,32.5117,29.2983,173.9222
2024-01-01 00:04:00,41.6587,55.0438,29.1888,133.4511
2024-01-01 00:05:00,56.3063,25.2488,29.0454,209.1023
2024-01-01 00:06:00,88.3211,40.2617,29.2582,408.8631
2024-01-01 00:07:00,73.3521,31.6516,29.4905,397.2236
2024-01-01 00:08:00,82.6110,70.7636,29.4910,400.9114
2024-01-01 00:09:00,46.8570,49.9995,29.6300,242.9491
2024-01-01 00:10:00,68.4853,15.0578,29.5893,334.5066
2024-01-01 00:11:00,35.2288,40.9066,29.9463,117.9663
2024-01-01 00:12:00,71.0775,14.2838,29.8067,180.8383
2024-01-01 00:13:00,12.4498,37.0308,30.1097,74.7143
2024-01-01 00:14:00,88.8258,68.9591,29.9407,308.1180
2024-01-01 00:15:00,14.2744,11.5786,30.1441,31.2828
2024-01-01 00:16:00,6.1328,19.3625,30.1641,45.1385
2024-01-01 00:17:00,40.1842,39.2369,30.4007,137.7398
2024-01-01 00:18:00,77.0739,69.5060,30.1223,344.5057
2024-01-01 00:19:00,22.6735,87.5168,29.8704,103.4951
2024-01-01 00:20:00,79.7191,35.3741,29.9661,487.7635
2024-01-01 00:21:00,39.6487,73.8412,29.2343,170.1357
2024-01-01 00:22:00,30.2311,22.7309,28.3929,95.4838
2024-01-01 00:23:00,45.4156,88.8001,28.2001,197.7827
2024-01-01 00:24:00,5.3044,65.4772,28.5881,44.8506
2024-01-01 00:25:00,68.5623,48.5703,28.6406,323.4326
2024-01-01 00:26:00,22.9384,54.1142,28.4733,112.4746
2024-01-01 00:27:00,92.8465,67.6988,28.3819,359.2714
2024-01-01 00:28:00,7.8983,55.9247,27.8093,57.5484
2024-01-01 00:29:00,75.3320,69.9108,27.7331,428.8264
2024-01-01 00:30:00,91.6915,79.8043,27.8685,293.2098
2024-01-01 00:31:00,87.1728,51.0126,27.9160,490.3088
2024-01-01 00:32:00,33.7854,50.5107,27.6399,119.8632
2024-01-01 00:33:00,62.0958,73.0721,27.4887,340.7038
2024-01-01 00:34:00,79.3462,22.8339,27.4613,347.1328
2024-01-01 00:35:00,85.9615,19.1219,26.7768,376.3616
2024-01-01 00:36:00,86.0615,19.4515,26.4676,273.2901
2024-01-01 00:37:00,73.1887,14.5854,26.1923,353.9392
2024-01-01 00:38:00,9.6395,73.2138,26.2900,36.9563
2024-01-01 00:39:00,57.0752,18.8422,26.0847,246.8183
