timestamp,cpu_percent,mem_percent,disk_percent,net_mbps
2024-01-01 00:00:00,10.1024,21.0408,30.0768,74.0666
2024-01-01 00:01:00,74.6158,49.0998,30.2332,293.4932
2024-01-01 00:02:00,83.7825,67.1995,30.1506,396.5181
2024-01-01 00:03:00,21.0761,38.9305,29.5385,55.4881
2024-01-01 00:04:00,21.9098,28.5422,30.1025,72.7034
2024-01-01 00:05:00,33.6619,32.0301,29.4442,138.9229
2024-01-01 00:06:00,35.9846,37.9963,29.8519,102.7595
2024-01-01 00:07:00,24.8537,80.0140,29.5051,153.9292
2024-01-01 00:08:00,16.8996,39.2539,29.6005,73.9802
2024-01-01 00:09:00,44.2236,29.1154,29.6993,207.3602
2024-01-01 00:10:00,40.3322,50.7215,29.6396,184.4842
2024-01-01 00:11:00,91.3092,64.4134,29.9173,404.0698
2024-01-01 00:12:00,83.6158,18.3764,30.4347,382.6306
2024-01-01 00:13:00,94.5242,57.7065,30.8296,526.1729
2024-01-01 00:14:00,94.0227,71.1448,30.3181,480.6931
2024-01-01 00:15:00,61.6758,38.1306,30.2176,300.2924
2024-01-01 00:16:00,45.3852,52.9994,29.7201,140.7817
2024-01-01 00:17:00,7.3012,18.6736,29.5596,0.0000
2024-01-01 00:18:00,19.8222,57.7439,29.2528,90.5450
2024-01-01 00:19:00,26.3892,75.8009,29.0755,66.8464
2024-01-01 00:20:00,80.8206,12.0007,28.9840,422.8510
2024-01-01 00:21:00,54.5421,54.6566,29.0527,204.0080
2024-01-01 00:22:00,75.1085,14.1894,29.5696,366.2810
2024-01-01 00:23:00,42.5168,55.2164,29.4782,119.3298
2024-01-01 00:24:00,94.5915,61.5782,29.0853,427.3201
2024-01-01 00:25:00,61.7378,37.1777,29.2935,226.4624
2024-01-01 00:26:00,8.6410,34.4029,29.2299,32.3651
2024-01-01 00:27:00,26.5760,41.9664,29.0110,137.1806
2024-01-01 00:28:00,75.2875,71.0909,29.0515,251.9908
2024-01-01 00:29:00,92.7607,54.9939,29.2802,516.3557
2024-01-01 00:30:00,52.9751,30.7854,29.0317,279.2220
2024-01-01 00:31:00,13.8508,39.8191,28.8359,62.1676
2024-01-01 00:32:00,90.6966,10.7048,29.1313,357.2839
2024-01-01 00:33:00,18.8033,13.7999,29.1440,77.1582
2024-01-01 00:34:00,35.5475,88.2918,29.1004,91.5376
2024-01-01 00:35:00,74.0879,20.2914,29.2298,351.0388
2024-01-01 00:36:00,93.6949,45.2205,29.0407,415.0779
2024-01-01 00:37:00,43.4094,51.2082,28.8526,146.0682
2024-01-01 00:38:00,35.6851,36.1857,28.7759,190.3084
2024-01-01 00:39:00,55.1092,82.0708,29.2806,233.9506
2024-01-01 00:40:00,25.5209,75.8312,29.3797,151.3519
2024-01-01 00:41:00,18.7734,28.1869,29.4764,60.5561
2024-01-01 00:42:00,93.7300,54.6304,29.5262,528.4768
2024-01-01 00:43:00,77.3547,55.0365,29.0271,423.4474
2024-01-01 00:44:00,43.6391,12.0215,28.2911,188.6046
2024-01-01 00:45:00,26.1339,14.7296,28.1577,139.4573
2024-01-01 00:46:00,6.4650,51.7125,28.3515,4.9385
2024-01-01 00:47:00,34.5123,59.5799,27.9670,171.4976
2024-01-01 00:48:00,27.6571,80.9865,27.4590,122.6301
2024-01-01 00:49:00,27.6433,89.1501,27.2912,90.5519
2024-01-01 00:50:00,80.0234,82.1314,26.7591,396.0850
2024-01-01 00:51:00,11.8408,70.7182,26.9687,41.5810
2024-01-01 00:52:00,47.3184,34.8717,27.0916,258.1307
2024-01-01 00:53:00,7.3628,68.9247,27.0902,38.6968
2024-01-01 00:54:00,29.5259,63.8037,26.2641,67.8823
2024-01-01 00:55:00,60.8919,83.4875,26.5053,350.3187
2024-01-01 00:56:00,57.4956,37.6342,26.4816,256.6173
2024-01-01 00:57:00,63.6187,27.7219,26.7968,293.8806
2024-01-01 00:58:00,85.3747,58.2261,26.9024,351.7063
2024-01-01 00:59:00,53.2776,76.0751,27.2251,223.9473
2024-01-01 01:00:00,15.2573,25.4599,26.9393,55.4086
2024-01-01 01:01:00,52.9317,88.6993,27.1644,256.7535
2024-01-01 01:02:00,70.8030,35.9829,27.2432,189.2223
2024-01-01 01:03:00,11.3136,60.2186,27.0205,24.0892
2024-01-01 01:04:00,28.9381,74.8153,26.8901,200.7945
2024-01-01 01:05:00,38.3731,47.4177,26.8457,170.4423
2024-01-01 01:06:00,16.0236,88.5322,26.6533,71.7198
2024-01-01 01:07:00,89.8404,49.3201,27.0126,493.9538
2024-01-01 01:08:00,8.6116,25.6517,27.9478,43.3250
2024-01-01 01:09:00,11.5473,57.7602,27.9810,91.9381
2024-01-01 01:10:00,28.9116,37.0233,28.1023,153.8095
2024-01-01 01:11:00,36.3221,25.3451,27.8467,201.7091
2024-01-01 01:12:00,12.8705,86.3120,27.3119,34.5846
2024-01-01 01:13:00,79.1603,44.6092,27.5715,227.7288
2024-01-01 01:14:00,23.4470,16.9174,27.4501,108.3575
2024-01-01 01:15:00,73.6986,36.6550,27.1238,425.9198
2024-01-01 01:16:00,60.1661,47.6821,27.0877,265.6279
2024-01-01 01:17:00,30.8709,60.7829,27.2065,73.2084
2024-01-01 01:18:00,84.7538,21.0848,27.0807,489.5264
2024-01-01 01:19:00,67.0921,24.9276,27.5016,225.7770
2024-01-01 01:20:00,91.1724,79.0047,27.2347,336.7761
2024-01-01 01:21:00,5.3059,65.7525,26.6230,9.7318
2024-01-01 01:22:00,48.9861,20.3650,26.7542,230.8550
2024-01-01 01:23:00,19.9777,78.1627,27.5072,65.5698
2024-01-01 01:24:00,45.9580,27.0094,27.2198,141.7916
2024-01-01 01:25:00,94.0715,36.6323,27.4184,380.8022
2024-01-01 01:26:00,17.1129,15.5104,26.8598,63.1711
2024-01-01 01:27:00,23.5525,73.6001,27.0633,65.8847
2024-01-01 01:28:00,94.5953,13.9595,26.9259,261.6293
2024-01-01 01:29:00,14.1457,62.4970,26.7142,103.1453
2024-01-01 01:30:00,82.1697,66.7308,25.9306,256.7414
2024-01-01 01:31:00,79.0706,66.1385,25.6562,222.2920
2024-01-01 01:32:00,31.0898,13.5980,25.5466,184.1704
2024-01-01 01:33:00,94.6512,82.4246,25.4527,504.2017
2024-01-01 01:34:00,18.2312,73.4758,25.1724,141.7594
2024-01-01 01:35:00,93.4799,16.0023,25.3653,493.0728
2024-01-01 01:36:00,27.6979,52.5538,25.4352,134.9232
2024-01-01 01:37:00,43.8027,11.8979,25.1822,227.3038
2024-01-01 01:38:00,87.6629,74.1965,25.1294,488.9435
2024-01-01 01:39:00,87.6819,37.9513,25.3857,492.6346
2024-01-01 01:40:00,40.3511,34.0375,24.8994,215.0557
2024-01-01 01:41:00,46.3563,60.4936,25.2153,274.3750
2024-01-01 01:42:00,19.5349,22.0176,25.2401,60.0539
2024-01-01 01:43:00,69.2364,60.6846,25.1132,324.7867
2024-01-01 01:44:00,75.3253,18.5481,24.9972,396.0152
2024-01-01 01:45:00,25.8025,44.9147,25.5144,118.7270
2024-01-01 01:46:00,11.4338,66.3127,25.3497,37.3172
2024-01-01 01:47:00,18.6993,57.5296,25.2143,99.8849
2024-01-01 01:48:00,61.8578,22.8687,25.2777,357.2723
2024-01-01 01:49:00,44.1545,80.8359,25.1032,157.9101
2024-01-01 01:50:00,10.6527,35.3380,25.7874,87.2209
2024-01-01 01:51:00,59.1486,13.4349,25.9569,260.7648
2024-01-01 01:52:00,34.8736,75.6461,25.7869,186.8657
2024-01-01 01:53:00,93.3610,65.3261,25.4484,444.0432
2024-01-01 01:54:00,47.0155,34.4933,24.7461,169.9969
2024-01-01 01:55:00,86.3475,86.7711,24.2335,277.9565
2024-01-01 01:56:00,30.3318,30.2825,24.1889,88.0807
2024-01-01 01:57:00,47.6381,86.8065,23.7416,257.9738
2024-01-01 01:58:00,79.6898,71.8447,23.4064,265.8058
2024-01-01 01:59:00,76.6861,81.8012,23.8873,353.1869
2024-01-01 02:00:00,40.0244,84.6295,24.3628,201.2580
2024-01-01 02:01:00,82.4161,20.5201,24.2072,284.2103
2024-01-01 02:02:00,79.3316,60.4001,24.1646,284.9091
2024-01-01 02:03:00,38.1321,31.4770,24.4121,112.5105
2024-01-01 02:04:00,33.8572,12.8969,24.3614,120.8677
2024-01-01 02:05:00,45.4398,76.0504,24.5757,202.1406
2024-01-01 02:06:00,76.5863,13.8088,24.2417,280.1636
2024-01-01 02:07:00,72.4195,54.9423,24.5458,263.3614
2024-01-01 02:08:00,72.5559,57.5392,24.6786,278.3816
2024-01-01 02:09:00,35.5390,56.9410,25.3959,125.9181
2024-01-01 02:10:00,10.3291,76.6703,25.4460,61.0047
2024-01-01 02:11:00,18.1875,12.5365,24.9227,71.1689
2024-01-01 02:12:00,48.7717,79.4351,24.8857,175.3921
2024-01-01 02:13:00,53.1121,62.5910,25.1206,266.6512
2024-01-01 02:14:00,66.6826,18.2998,25.3716,255.8015
2024-01-01 02:15:00,79.9426,70.5723,25.5207,307.4062
2024-01-01 02:16:00,81.6357,23.5974,25.3992,377.4922
2024-01-01 02:17:00,21.3043,87.1309,25.1282,82.2098
2024-01-01 02:18:00,52.3938,70.9025,25.0529,174.5231
2024-01-01 02:19:00,49.3870,64.4017,24.8116,212.3762
2024-01-01 02:20:00,69.7824,37.3797,24.9455,297.0598
2024-01-01 02:21:00,72.2443,83.4075,25.5189,313.0124
2024-01-01 02:22:00,93.7664,40.5326,25.5990,485.8549
2024-01-01 02:23:00,46.2892,19.2046,25.9038,199.3172
2024-01-01 02:24:00,52.2210,16.8996,26.3994,280.4821
2024-01-01 02:25:00,87.9216,54.6748,26.9758,359.3917
2024-01-01 02:26:00,79.7447,11.7532,27.1891,434.4865
2024-01-01 02:27:00,28.3918,14.6977,27.1894,177.5459
2024-01-01 02:28:00,74.3302,47.3168,27.3671,240.0025
2024-01-01 02:29:00,35.7322,78.2194,27.5231,210.1199
2024-01-01 02:30:00,37.4670,63.3913,27.3294,127.4837
2024-01-01 02:31:00,31.6979,84.8964,27.3982,175.1875
2024-01-01 02:32:00,6.3549,36.5902,27.3649,49.1337
2024-01-01 02:33:00,82.0947,20.7448,27.3781,327.0281
2024-01-01 02:34:00,32.0242,68.4459,27.4640,127.3099
2024-01-01 02:35:00,82.0572,43.1052,26.9915,463.2978
2024-01-01 02:36:00,86.3157,24.6287,27.4189,472.4273
2024-01-01 02:37:00,41.2919,51.2651,27.1392,255.3104
2024-01-01 02:38:00,42.0549,78.2596,26.8524,212.1258
2024-01-01 02:39:00,47.9418,76.9025,26.4403,257.9577
2024-01-01 02:40:00,33.8979,80.8541,26.6316,100.2914
2024-01-01 02:41:00,19.4383,80.0458,26.2906,129.1951
2024-01-01 02:42:00,24.7848,52.7196,25.7386,106.9485
2024-01-01 02:43:00,19.9941,10.1207,26.2344,110.4763
2024-01-01 02:44:00,19.1427,59.4240,26.5105,72.0754
2024-01-01 02:45:00,91.9453,63.6794,26.6748,530.2036
2024-01-01 02:46:00,21.1890,63.5167,26.8423,34.5354
2024-01-01 02:47:00,81.2732,36.5608,26.9358,477.6602
